S NO,APPLN NO,COMMUNITY,GENERAL RANK,AGGREGATE MARK,COLLEGE CODE,BRANCH CODE,ALLOTTED CATEGORY
3608,206503,OC,5665,186,1304,CS,OC
3609,241281,MBC,5666,186,1315,EE,MBC
3610,267022,OC,5668,186,1211,CS,OC
3611,244560,BC,5670,186,2377,EE,BC
3612,262114,OC,5674,186,4,AS,OC
3613,233070,BC,5675,186,1,MN,BC
3614,221813,MBC,5678,186,1219,CS,MBC
3615,208595,BC,5679,186,1317,BT,OC
3616,274773,SC,5685,186,1,EM,SC
3617,305463,BC,5686,186,2615,CS,OC
3618,208766,OC,5687,186,1317,EC,OC
3619,225733,BC,5688,186,1211,CS,OC
3620,211164,BC,5689,186,1219,IT,BC
3621,228067,BC,5691,186,2718,CS,OC
3622,203297,BC,5692,186,1219,AD,BC
3623,205970,OC,5693,186,1317,CS,OC
3624,326322,SC,5694,186,4,CM,SC
3625,233974,BC,5695,186,2006,ES,BC
3626,320367,BC,5696,186,2712,BT,OC
3627,267313,OC,5698,186,2702,CS,OC
3628,268160,BC,5699,186,2712,BT,OC
3629,256249,OC,5701,186,1210,AD,OC
3630,202400,BC,5704,186,1,MN,BC
3631,244609,BC,5706,186,1304,CS,OC
3632,202578,SC,5707,186,1,ME,SC
3633,246793,OC,5708,186,2712,IT,OC
3634,289490,BC,5709,186,1317,CS,OC
3635,290937,BC,5711,186,1304,CS,OC
3636,274830,BCM,5712,186,2007,ME,OC
3637,294623,BC,5716,186,1,MA,BC
3638,210461,OC,5718,186,1419,CS,OC
3639,209409,BC,5719,186,1219,AD,BC
3640,265651,SC,5720,186,4,AU,SC
3641,238202,BC,5722,186,1304,CS,OC
3642,278468,BC,5723,186,1304,CS,OC
3643,360619,MBC,5727,186,1211,IT,OC
3644,204085,BC,5728,186,2712,AD,OC
3645,234036,MBC,5729,186,2005,CS,MBC
3646,343328,OC,5729A,186,4,AS,OC
3647,310217,BC,5730,186,1211,BM,OC
3648,267400,BC,5731,186,2005,EE,BC
3649,291796,BC,5732,186,1211,BT,OC
3650,339782,BC,5733,186,4,PR,BC
3651,282367,BC,5735,186,5008,EE,BC
3652,247973,BC,5736,186,2006,CN,OC
3653,240687,OC,5737,186,1399,CS,OC
3654,321416,BCM,5740,185.75,4,PR,BCM
3655,352677,SC,5741,185.75,3011,EC,OC
3656,200322,BC,5742,185.6667,5008,EE,BC
3657,304727,BC,5743,185.5,3805,BM,OC
3658,207224,MBC,5744,185.5,2712,EC,OC
3659,344247,BC,5745,185.5,2712,IT,OC
3660,205906,BC,5746,185.5,5008,EE,BC
3661,268461,MBC,5748,185.5,2005,IB,OC
3662,261907,BC,5750,185.5,2712,IT,BC
3663,304683,BC,5751,185.5,2712,IT,BC
3664,209046,BC,5753,185.5,1399,AD,OC
3665,293545,MBC,5754,185.5,1450,EC,OC
3666,257673,BC,5755,185.5,2006,MS,OC
3667,203550,BC,5756,185.5,2006,IY,BC
3668,209248,BC,5757,185.5,2712,MZ,OC
3669,298685,BC,5760,185.5,2735,IT,OC
3670,337858,BC,5761,185.5,2007,ME,OC
3671,310855,BCM,5762,185.5,1211,CS,OC
3672,225223,BC,5763,185.5,1,MN,BC
3673,219742,BC,5765,185.5,2006,ES,BC
3674,200286,BC,5766,185.5,2712,IT,BC
3675,213525,BC,5768,185.5,1219,EE,OC
3676,286324,MBC,5769,185.5,5008,CS,MBC
3677,240865,MBC,5771,185.5,2005,CS,MBC
3678,253137,BC,5772,185.5,2712,EC,OC
3679,272201,BC,5773,185.5,2,FS,BC
3680,233836,BCM,5775,185.5,1419,CS,OC
3681,264960,OC,5776,185.5,4962,CS,OC
3682,341762,BC,5777,185.5,2712,EC,OC
3683,201973,MBC,5778,185.5,2007,EC,MBC
3684,323030,BC,5779,185.5,2006,IY,BC
3685,287939,BC,5780,185.5,2711,CS,OC
3686,293011,MBC,5782,185.5,2005,IT,MBC
3687,283583,MBC,5783,185.5,2,PM,OC
3688,207702,OC,5784,185.5,1211,BM,OC
3689,338797,BC,5787,185.5,2712,EC,OC
3690,316992,BC,5788,185.5,2007,EY,OC
3691,264027,BC,5789,185.5,4678,CS,OC
3692,217369,BC,5790,185.5,2005,EE,BC
3693,299073,MBC,5791,185.5,1,GI,MBC
3694,206703,SC,5793,185.5,2005,CS,SC
3695,349660,BC,5794,185.5,1399,CS,OC
3696,255267,BC,5795,185.5,4,AS,OC
3697,268978,BC,5796,185.5,2005,EI,OC
3698,312552,BC,5797,185.5,1,MN,BC
3699,226673,MBC,5799,185.5,2005,EC,MBC
3700,343210,MBC,5800,185.5,2610,CS,OC
3701,347697,OC,5801,185.5,2712,EC,OC
3702,253715,OC,5803,185.5,5008,EY,OC
3703,350224,BC,5804,185.5,2007,EY,OC
3704,274596,OC,5806,185.5,1317,EC,OC
3705,244830,MBC,5807,185.5,2007,EE,MBC
3706,226310,BC,5808,185.5,1450,CS,BC
3707,238896,BC,5809,185.5,1219,BT,BC
3708,228539,BC,5810,185.5,2005,EI,OC
3709,318231,MBC,5811,185.5,4,MF,MBC
3710,238860,BC,5815,185.5,2712,IT,BC
3711,204819,BC,5816,185.5,2712,IT,BC
3712,257208,SC,5818,185.5,1,EM,SC
3713,325441,BC,5821,185.5,2750,CS,OC
3714,350791,BC,5822,185.5,1399,CS,OC
3715,210774,OC,5823,185.5,2,PP,OC
3716,204844,OC,5824,185.5,1309,CS,OC
3717,299796,OC,5825,185.5,4,AS,OC
3718,297380,BC,5826,185.5,5008,ME,OC
3719,236597,OC,5827,185.5,1,PT,OC
3720,204975,BC,5828,185.5,5910,AD,OC
3721,238763,SC,5829,185.5,1315,EC,SC
3722,285728,BC,5830,185.5,2712,EC,BC
3723,283309,BC,5832,185.5,4960,CS,OC
3724,235040,BC,5833,185.5,2712,IT,BC
3725,230057,BC,5834,185.5,1,MN,BC
3726,204431,BC,5835,185.5,2712,CE,OC
3727,255372,BC,5837,185.5,1219,AD,BC
3728,253462,BCM,5838,185.5,2005,CS,BCM
3729,298131,SC,5839,185.5,4,EI,SC
3730,229142,BC,5841,185.5,2,PM,OC
3731,251164,BC,5842,185.5,1413,CS,OC
3732,257839,BC,5843,185.5,2005,EE,BC
3733,290907,MBC,5844,185.5,2007,CM,MBC
3734,352370,BC,5845,185.5,5008,ME,OC
3735,303171,OC,5848,185.5,1304,AD,OC
3736,254181,BC,5849,185.5,2005,EE,BC
3737,202225,ST,5851,185.5,1,CM,ST
3738,265016,MBC,5852,185.5,1,XM,OC
3739,247315,MBC,5853,185.5,4,MF,MBC
3740,214347,BC,5854,185.5,2712,EC,BC
3741,294847,BC,5855,185.5,2005,EE,BC
3742,274612,BC,5859,185.5,2006,IY,BC
3743,322000,BC,5860,185.5,3819,CS,OC
3744,317216,OC,5861,185.5,2006,PR,OC
3745,208661,BC,5862,185.5,2006,IY,BC
3746,230577,BC,5863,185.5,1113,CS,OC
3747,245999,BC,5864,185.5,2712,IT,BC
3748,288330,BC,5865,185.5,2712,EC,BC
3749,292734,BC,5866,185.5,2615,CS,OC
3750,237066,BC,5867,185.5,2711,CS,OC
3751,291016,MBC,5868,185.5,1,GI,MBC
3752,256512,BC,5869,185.5,1113,CS,OC
3753,250598,BC,5870,185.5,2712,EC,BC
3754,245456,OC,5871,185.5,1211,EE,OC
3755,213112,BC,5873,185.5,2005,ME,OC
3756,296204,BC,5875,185.5,2007,EY,OC
3757,202111,OC,5876,185.5,2718,EC,OC
3758,208846,BC,5877,185.5,2712,EC,BC
3759,209091,OC,5878,185.5,1120,AD,OC
3760,221067,BC,5879,185.5,2712,IT,BC
3761,244240,BC,5882,185.5,2712,AE,OC
3762,335203,BC,5884,185.5,2712,EC,BC
3763,203768,BC,5885,185.5,2006,ES,BC
3764,250128,BC,5886,185.5,2704,CS,OC
3765,276699,BC,5887,185.5,2615,CS,OC
3766,217447,BC,5890,185.5,2712,EC,BC
3767,263221,BC,5892,185.5,2712,EC,BC
3768,340290,BC,5894,185.5,2712,EC,BC
3769,258603,BC,5895,185.5,4960,IT,OC
3770,224575,BC,5896,185.5,4,AS,OC
3771,201215,BC,5897,185.5,1219,IT,BC
3772,231823,BC,5898,185.5,2702,CS,OC
3773,208073,OC,5899,185.5,5008,EY,OC
3774,222901,BC,5900,185.5,2006,MS,OC
3775,283993,SC,5901,185.5,4,CM,SC
3776,318385,OC,5902,185.5,1211,CS,OC
3777,304787,BC,5903,185.5,2712,BT,OC
3778,207782,BC,5904,185.5,2005,EE,BC
3779,244300,MBC,5905,185.5,2,CH,MBC
3780,288999,MBC,5906,185.5,1,IE,MBC
3781,290961,BC,5908,185.5,2007,EY,OC
3782,265081,BC,5911,185.5,1219,IT,BC
3783,233591,BC,5912,185.5,2007,CH,OC
3784,295485,BC,5913,185.5,2615,EC,OC
3785,208339,BC,5914,185.5,2712,IT,BC
3786,351745,MBC,5916,185.5,1219,IT,MBC
3787,207904,OC,5917,185.5,2,PM,OC
3788,326117,BC,5919,185.5,2711,CS,OC
3789,240124,BC,5921,185.5,2006,ES,BC
3790,354382,BC,5922,185.5,4974,CS,OC
3791,261320,BC,5923,185.5,1317,CS,BC
3792,321463,OC,5924,185.5,2615,CS,OC
3793,284435,SC,5925,185.5,5008,CS,SC
3794,243405,MBC,5928,185.5,2377,CS,MBC
3795,201860,MBC,5929,185.5,5008,CM,MBC
3796,306563,MBC,5932,185.5,1,MN,MBC
3797,263310,MBC,5933,185.5,2005,EE,MBC
3798,203745,BC,5934,185.5,2005,EI,OC
3799,326202,MBC,5935,185.5,2006,CE,MBC
3800,332091,BC,5937,185.5,2712,IT,BC
3801,261190,BCM,5941,185.5,1315,BM,BCM
3802,208385,BC,5942,185.5,1219,EC,BC
3803,279606,BC,5943,185.5,2718,CS,OC
3804,310291,BC,5944,185.5,5008,ME,OC
3805,218637,BC,5945,185.5,1317,BT,OC
3806,258427,SC,5951,185.5,2,CH,SC
3807,298799,BC,5953,185.5,2007,CH,OC
3808,335821,MBC,5954,185.5,2,CH,MBC
3809,259112,BC,5955,185.5,2005,EE,BC
3810,322057,BC,5956,185.5,2718,CS,OC
3811,328893,BC,5957,185.25,2712,BT,OC
3812,289304,BC,5959,185.25,2025,CS,OC
3813,322513,MBC,5960,185.25,1315,ME,MBC
3814,292904,BC,5961,185.25,2006,ES,BC
3815,328810,BC,5962,185.25,2007,CH,OC
3816,240344,BC,5963,185,2615,EE,OC
3817,259465,BC,5964,185,2718,CS,OC
3818,286912,BC,5965,185,2622,EC,OC
3819,248340,MBC,5966,185,2712,CS,MBC
3820,225468,BC,5969,185,1219,AD,BC
3821,258940,BC,5971,185,1207,CS,OC
3822,220665,BC,5972,185,1219,EC,BC
3823,220919,BC,5976,185,2712,AD,OC
3824,308531,BC,5977,185,2712,EC,BC
3825,201464,MBC,5980,185,1315,ME,MBC
3826,231169,BC,5981,185,2712,EC,BC
3827,204953,BC,5982,185,2718,CS,OC
3828,237228,BC,5983,185,1315,CE,BC
3829,203283,BC,5984,185,1,MN,BC
3830,221819,MBC,5985,185,2007,EC,MBC
3831,306394,MBC,5986,185,2007,CM,MBC
3832,244458,BC,5990,185,2005,ME,OC
3833,206439,BC,5991,185,5008,MG,OC
3834,258852,BC,5993,185,2006,IY,BC
3835,201273,BC,5994,185,2006,MS,OC
3836,247134,BCM,5997,185,5008,CM,BCM
3837,343847,BC,5999,185,2712,EC,BC
3838,293939,BC,6000,185,2622,BM,OC
3839,344101,MBC,6004,185,2007,EC,MBC
3840,254522,BC,6007,185,4974,CS,OC
3841,222525,BC,6008,185,2718,CS,OC
3842,207415,BCM,6009,185,4,AS,OC
3843,281227,SC,6011,185,1,BY,SC
3844,265342,BC,6013,185,2006,CN,OC
3845,237185,BC,6015,185,2739,CS,OC
3846,333848,BC,6017,185,1211,CS,OC
3847,236496,MBC,6019,185,2006,ME,MBC
3848,213108,BC,6020,185,1399,CS,OC
3849,284190,BC,6022,185,1219,ME,OC
3850,237499,OC,6023,185,2718,IT,OC
3851,345287,MBC,6024,185,1419,AD,OC
3852,220189,BC,6025,185,2615,CS,OC
3853,261473,BC,6032,185,1,MN,BC
3854,222874,MBC,6034,185,2005,IT,MBC
3855,229834,BC,6035,185,2006,ES,BC
3856,205672,BC,6040,185,1113,CS,OC
3857,350298,MBC,6042,185,5901,CS,OC
3858,341970,MBC,6043,185,5008,EC,MBC
3859,303632,BC,6044,185,2007,CH,OC
3860,220487,MBC,6045,185,2006,MT,OC
3861,211197,BC,6046,185,1399,CS,OC
3862,237992,MBC,6047,185,2006,CE,MBC
3863,318610,BC,6049,185,2005,CE,OC
3864,217075,BC,6052,185,1419,CS,OC
3865,268603,SC,6053,185,4,AU,SC
3866,230230,BC,6054,185,2712,EC,BC
3867,339511,BC,6056,185,2615,CS,OC
3868,276218,BC,6058,185,2005,EE,BC
3869,225491,SC,6059,185,2006,EC,SC
3870,325732,BCM,6060,185,2712,AE,OC
3871,324664,MBC,6061,185,4,AU,MBC
3872,266481,BCM,6062,185,5008,EC,BCM
3873,205060,BC,6065,185,1399,CS,OC
3874,253582,BC,6067,185,2006,CN,OC
3875,310055,SC,6068,185,1,EM,SC
3876,207225,BC,6069,185,2025,CS,OC
3877,253104,SC,6070,185,4,CM,SC
3878,204054,SC,6071,185,1,EM,SC
3879,204334,MBC,6072,185,2007,IM,MBC
3880,223290,MBC,6073,185,2377,CS,MBC
3881,214920,BC,6077,185,2006,CN,BC
3882,306675,SC,6080,185,4,AE,SC
3883,273066,BC,6081,185,4,AS,OC
3884,320748,BC,6082,185,2006,CN,BC
3885,249814,OC,6083,185,2007,CL,OC
3886,282918,BC,6085,185,2718,CS,OC
3887,300205,BC,6089,185,2007,CE,OC
3888,250957,SC,6092,185,1450,EE,OC
3889,308405,MBC,6097,185,1219,CS,MBC
3890,280999,BC,6098,185,4974,CS,OC
3891,259121,BC,6099,185,2005,EE,BC
3892,259064,BC,6100,185,4023,CE,OC
3893,281006,BC,6105,185,2,FS,BC
3894,269077,BC,6108,185,2718,CS,OC
3895,267168,BC,6111,185,2,PP,OC
3896,325701,MBC,6112,185,5008,CM,MBC
3897,211030,MBC,6113,185,1219,CS,MBC
3898,215738,MBC,6114,185,3011,EC,OC
3899,204416,MBC,6115,185,2025,CS,OC
3900,255054,BCM,6118,185,1219,CS,BCM
3901,229955,BCM,6120,185,1505,EE,OC
3902,344870,BC,6121,185,2702,CS,OC
3903,247267,BC,6123,185,1399,CS,OC
3904,264943,BC,6124,185,5901,CS,OC
3905,280816,BC,6125,185,1,MN,BC
3906,202397,OC,6126,185,5008,EY,OC
3907,240018,SC,6127,185,2005,EC,SC
3908,208745,BC,6132,185,2712,BT,OC
3909,333995,BC,6134,185,2007,ME,OC
3910,300551,BC,6135,185,2006,CN,BC
3911,220658,BC,6137,185,2712,EC,BC
3912,202816,MBC,6139,185,1399,AD,OC
3913,299300,BC,6140,185,2005,EE,BC
3914,298428,BC,6141,185,1,MA,BC
3915,203497,BC,6142,185,2006,FY,OC
3916,202713,BC,6144,185,2007,ME,BC
3917,240832,BC,6146,185,1304,EC,OC
3918,209646,BC,6148,185,1317,BT,OC
3919,254652,BC,6149,185,2,FS,BC
3920,243807,BC,6151,185,5008,ME,BC
3921,339527,MBC,6154,185,1,GI,MBC
3922,337919,BC,6156,185,2718,CS,OC
3923,261092,BC,6157,185,4960,EC,OC
3924,208103,OC,6159,185,1211,CS,OC
3925,209713,BC,6161,185,2615,CS,BC
3926,263020,BC,6162,185,2615,CS,BC
3927,244229,OC,6163,185,1219,ME,OC
3928,276989,BC,6164,185,1,MI,OC
3929,258025,BC,6168,185,2718,CS,OC
3930,275463,BC,6169,185,1316,CS,OC
3931,216867,OC,6172,185,2712,BT,OC
3932,257827,BC,6174,185,2,FS,BC
3933,245506,BCM,6179,185,1219,ME,OC
3934,257574,BC,6183,185,2,PM,OC
3935,203989,BC,6184,185,1419,CS,OC
3936,208719,BC,6185,185,4,PR,BC
3937,228305,BCM,6188,185,2006,BS,BCM
3938,218927,BC,6190,185,1304,CS,OC
3939,206604,MBC,6191,185,5012,CC,MBC
3940,315387,BC,6196,185,2722,EC,OC
3941,206899,OC,6198,185,2,PM,OC
3942,325555,OC,6199,185,4,RP,OC
3943,327491,BC,6204,185,4960,AD,OC
3944,254294,BC,6209,185,1,MA,BC
3945,200068,MBC,6211,185,1304,CS,OC
3946,213171,BC,6212,185,2006,IY,BC
3947,226945,MBC,6213,185,1315,EE,MBC
3948,296895,MBC,6214,185,2653,CS,OC
3949,219498,BC,6216,185,1219,EC,BC
3950,290900,SC,6218,185,1,EM,SC
3951,215492,OC,6221,185,1304,CS,OC
3952,273003,MBC,6222,185,1450,EC,OC
3953,212567,BCM,6225,185,2,IS,BCM
3954,245580,OC,6226,185,1422,EC,OC
3955,220389,BC,6230,185,2007,EY,OC
3956,241152,OC,6232,185,4960,BT,OC
3957,259940,MBC,6234,185,1219,CS,MBC
3958,211859,BC,6235,185,1,MN,BC
3959,240159,OC,6236,185,1399,CS,OC
3960,223605,BC,6238,185,1219,ME,OC
3961,201102,BC,6243,185,1,MI,BC
3962,212188,MBC,6245,185,2,CH,MBC
3963,307652,BCM,6246,185,1211,BM,OC
3964,318593,SC,6247,185,4,AE,SC
3965,232823,BC,6248,185,2007,CH,OC
3966,343840,SC,6249,185,1,EM,SC
3967,203686,OC,6251,185,1399,CS,OC
3968,243187,OC,6254,185,5008,MF,OC
3969,283297,SC,6255,184.75,5,ME,OC
3970,306709,BC,6256,184.75,2007,ME,BC
3971,356325,BC,6257,184.75,2718,CS,OC
3972,316569,SC,6259,184.75,2005,EC,SC
3973,274035,BCM,6262,184.5,2005,CE,OC
3974,238049,BC,6264,184.5,2718,CS,OC
3975,225844,BC,6265,184.5,2615,CS,BC
3976,293947,OC,6267,184.5,1113,EE,OC
3977,222623,BC,6269,184.5,2007,ME,BC
3978,207328,MBC,6271,184.5,2005,EC,MBC
3979,325691,MBC,6272,184.5,1219,CS,MBC
3980,285488,MBC,6273,184.5,2005,EC,MBC
3981,206616,BC,6275,184.5,2006,IY,BC
3982,208264,BC,6276,184.5,2711,CS,OC
3983,277724,BC,6278,184.5,2005,EE,BC
3984,217282,MBC,6279,184.5,2006,CE,MBC
3985,226287,BC,6280,184.5,2712,SE,OC
3986,322846,BC,6282,184.5,2369,EE,OC
3987,284173,BC,6284,184.5,1113,CS,OC
3988,306444,BC,6285,184.5,5008,EY,OC
3989,267732,BC,6288,184.5,2718,CS,OC
3990,271042,SC,6291,184.5,1,ME,SC
3991,273671,MBC,6292,184.5,1504,IT,OC
3992,311360,BC,6293,184.5,1317,CS,BC
3993,229345,BC,6294,184.5,1315,CE,BC
3994,225611,OC,6297,184.5,2711,EC,OC
3995,211389,MBC,6298,184.5,1,MN,MBC
3996,232962,BC,6299,184.5,1,MN,BC
3997,272658,BC,6300,184.5,4980,CS,OC
3998,310646,BC,6302,184.5,2718,CS,OC
3999,206417,BC,6304,184.5,2712,AD,BC
4000,266999,BCM,6305,184.5,5008,CM,BCM
4001,211967,SC,6308,184.5,5008,CS,SC
4002,270500,BC,6311,184.5,1317,CS,BC
4003,303952,BC,6312,184.5,2007,CE,OC
4004,340578,BC,6316,184.5,2025,EC,OC
4005,220926,BC,6317,184.5,5008,EY,OC
4006,321065,BC,6320,184.5,2005,EE,BC
4007,341413,BC,6321,184.5,1,MN,BC
4008,203037,BC,6322,184.5,4,PR,BC
4009,214072,OC,6325,184.5,4,AS,OC
4010,282077,BC,6327,184.5,2712,BT,BC
4011,276366,MBC,6328,184.5,1315,EE,MBC
4012,244517,BC,6329,184.5,2712,AD,BC
4013,202016,MBC,6332,184.5,2377,CS,MBC
4014,234713,BC,6336,184.5,2005,CE,OC
4015,204182,OC,6337,184.5,1304,CS,OC
4016,201728,MBC,6338,184.5,1315,EE,MBC
4017,327919,MBC,6339,184.5,1,MN,MBC
4018,229464,MBC,6341,184.5,2007,EC,MBC
4019,307232,BC,6344,184.5,2007,CE,OC
4020,263086,MBC,6345,184.5,2006,MF,MBC
4021,273258,BC,6346,184.5,2007,ME,BC
4022,213880,MBC,6347,184.5,5008,CM,MBC
4023,245997,BC,6349,184.5,2006,CN,BC
4024,277171,BCM,6350,184.5,2007,EM,BCM
4025,222386,BC,6353,184.5,2007,EY,BC
4026,334449,MBC,6354,184.5,1315,EE,MBC
4027,277858,MBC,6355,184.5,2005,IT,MBC
4028,263867,BC,6357,184.5,2712,EE,OC
4029,209026,BC,6358,184.5,2718,CS,OC
4030,229688,BC,6359,184.5,2712,EC,BC
4031,244399,BC,6361,184.5,2718,EC,OC
4032,263822,MBC,6362,184.5,1315,EE,MBC
4033,269697,BC,6363,184.5,2005,EE,BC
4034,258444,BCM,6364,184.5,2,CL,BCM
4035,282958,BC,6365,184.5,1419,CS,OC
4036,292093,BC,6367,184.5,2377,EE,BC
4037,274765,BC,6368,184.5,1219,EC,BC
4038,239990,MBC,6371,184.5,5008,EC,MBC
4039,227692,MBC,6372,184.5,1419,EC,OC
4040,202185,OC,6374,184.5,1419,CS,OC
4041,201633,OC,6375,184.5,1211,CS,OC
4042,215938,BC,6376,184.5,4960,EC,OC
4043,292059,BC,6377,184.5,1315,CE,BC
4044,275593,SC,6378,184.5,2006,CM,SC
4045,322350,BC,6381,184.5,2006,PR,OC
4046,345997,BC,6382,184.5,2007,CH,OC
4047,235971,BC,6383,184.5,2377,ME,OC
4048,252937,OC,6385,184.5,1304,CS,OC
4049,241340,BC,6386,184.5,2712,EC,BC
4050,201887,OC,6387,184.5,2005,EI,OC
4051,201115,BC,6390,184.5,5008,EY,OC
4052,321962,BC,6393,184.5,1219,EC,BC
4053,238648,SC,6394,184.5,1,ME,SC
4054,270857,BC,6395,184.5,4,AS,OC
4055,244573,BC,6398,184.5,1219,EC,BC
4056,297392,OC,6399,184.5,1399,EC,OC
4057,319567,BC,6401,184.5,3465,EC,OC
4058,226154,BC,6404,184.5,2006,IY,BC
4059,267577,OC,6405,184.5,5008,EY,OC
4060,217149,MBC,6406,184.5,2006,CE,MBC
4061,334057,MBC,6409,184.5,2745,AD,OC
4062,226899,BC,6411,184.5,2711,CS,OC
4063,251349,BC,6412,184.5,2712,AE,OC
4064,206115,BCM,6415,184.5,2007,CS,BCM
4065,246093,MBC,6419,184.5,2712,CS,MBC
4066,351259,BC,6424,184.5,2025,CS,OC
4067,262867,BC,6427,184.5,2006,MS,BC
4068,202126,BC,6428,184.5,5008,MG,OC
4069,258673,BC,6429,184.5,2377,ME,OC
4070,271208,BC,6430,184.5,1317,CS,BC
4071,245693,BC,6431,184.5,1113,CS,OC
4072,305851,MBC,6432,184.5,1219,CS,MBC
4073,352174,BC,6435,184.5,4974,CS,OC
4074,267713,MBC,6438,184.5,5901,EC,OC
4075,221393,BC,6439,184.5,4,PR,BC
4076,256377,BC,6440,184.5,1399,EC,OC
4077,311163,BC,6442,184.5,2712,AD,BC
4078,281916,BC,6443,184.5,1219,BT,BC
4079,203509,MBC,6445,184.5,2007,IM,MBC
4080,238723,OC,6446,184.5,1211,CS,OC
4081,200434,MBC,6449,184.5,2377,EC,MBC
4082,305326,BC,6450,184.5,2005,EE,BC
4083,207800,BC,6451,184.5,4,PR,BC
4084,212750,BC,6452,184.5,2711,CS,OC
4085,287099,BC,6453,184.5,2615,EC,OC
4086,244192,BCM,6454,184.5,5008,ME,BCM
4087,237163,OC,6460,184.5,4,AS,OC
4088,234165,OC,6461,184.5,2007,CL,OC
4089,284338,MBC,6462,184.5,5008,EC,MBC
4090,258194,BC,6463,184.5,5008,EY,BC
4091,276286,BC,6468,184.5,2615,CS,BC
4092,207041,BC,6469,184.5,2718,CS,OC
4093,260007,BC,6470,184.5,1,MI,BC
4094,239639,OC,6471,184.5,2377,ME,OC
4095,257041,BC,6472,184.5,2712,EC,BC
4096,225104,BC,6473,184.5,2377,ME,OC
4097,336931,SC,6474,184.5,2006,EC,SC
4098,261599,MBC,6475,184.5,1408,CS,OC
4099,209334,BC,6477,184.5,1211,AE,OC
4100,210860,BC,6479,184.5,2005,EI,OC
4101,204918,OC,6480,184.5,1149,EC,OC
4102,241160,BC,6481,184.5,2006,TX,OC
4103,348423,OC,6482,184.5,1419,AD,OC
4104,292975,BC,6483,184.5,1324,EC,OC
4105,246073,BC,6484,184.5,2712,EC,BC
4106,266493,OC,6485,184.5,4,AS,OC
4107,333166,BC,6486,184.5,4974,CS,OC
4108,206077,MBC,6487,184.5,2007,EE,MBC
4109,212154,OC,6489,184.5,4,AS,OC
4110,204159,OC,6490,184.5,1304,AD,OC
4111,220475,OC,6492,184.5,2377,ME,OC
4112,217027,OC,6493,184.5,1120,CS,OC
4113,309948,BCM,6496,184.5,2702,CS,OC
4114,212872,OC,6499,184.5,2007,CH,OC
4115,252669,BC,6500,184.5,2005,IB,OC
4116,344021,BC,6503,184.3333,4,PR,BC
4117,236729,BC,6504,184.3333,2718,CS,OC
4118,330925,SC,6506,184.3333,2006,CE,SC
4119,236961,BC,6508,184.3333,2712,EC,BC
4120,313696,SC,6509,184.25,1,CE,SC
4121,323726,SC,6510,184.25,1,IM,SC
4122,209081,BC,6511,184.25,2007,MF,OC
4123,302162,BC,6513,184,2005,ME,OC
4124,305959,BC,6514,184,5008,ME,BC
4125,266792,BC,6515,184,2615,CS,BC
4126,358194,MBC,6516,184,2005,IT,MBC
4127,202003,BC,6517,184,2005,EI,OC
4128,240976,BC,6518,184,1304,CS,OC
4129,331544,BC,6519,184,1315,CE,BC
4130,258652,BC,6520,184,5008,ME,BC
4131,239715,SC,6521,184,2006,EC,SC
4132,220270,MBC,6522,184,5008,CM,MBC
4133,203785,BC,6523,184,2712,EC,BC
4134,299487,BC,6524,184,5901,CS,OC
4135,226782,BC,6526,184,2025,CS,OC
4136,223357,BC,6527,184,2712,EC,BC
4137,251824,BC,6528,184,1,PT,OC
4138,336908,OC,6530,184,2377,CE,OC
4139,267515,BC,6531,184,2712,EE,OC
4140,202569,BC,6532,184,2712,SE,OC
4141,251331,MBC,6533,184,5008,EC,MBC
4142,344453,BCM,6534,184,1419,AD,OC
4143,276005,OC,6539,184,1219,EE,OC
4144,260154,MBC,6540,184,4,AU,MBC
4145,240503,BC,6541,184,2718,CS,OC
4146,232778,BC,6545,184,2005,EI,OC
4147,323672,BC,6546,184,1113,IT,OC
4148,261790,BC,6548,184,1110,CS,OC
4149,344131,BC,6550,184,1211,CS,OC
4150,227486,BC,6551,184,1211,CS,OC
4151,259336,BC,6553,184,5008,ME,BC
4152,224778,BC,6554,184,2005,ME,OC
4153,242944,BC,6556,184,5008,EY,BC
4154,219756,BC,6557,184,2377,ME,BC
4155,255506,MBC,6558,184,1315,ME,MBC
4156,208456,MBC,6559,184,2377,EC,MBC
4157,273589,MBC,6561,184,5008,IM,MBC
4158,230409,BC,6563,184,2712,EE,OC
4159,293370,MBC,6564,184,2007,EE,MBC
4160,237767,BC,6565,184,2718,CS,OC
4161,208639,BC,6566,184,1315,CE,BC
4162,310313,BC,6567,184,2712,EC,BC
4163,200706,BC,6569,184,2712,EC,BC
4164,206369,BC,6573,184,2712,AD,BC
4165,250555,BC,6574,184,1113,CS,OC
4166,332659,MBC,6580,184,1,IE,MBC
4167,332684,BC,6581,184,2634,EC,OC
4168,208033,BC,6582,184,2712,EC,BC
4169,275955,BC,6583,184,1113,CS,OC
4170,220249,BC,6584,184,1211,CS,OC
4171,208079,BC,6585,184,1,PT,OC
4172,232516,BC,6588,184,2702,EE,OC
4173,246028,BC,6590,184,2712,EC,BC
4174,205296,BC,6592,184,2712,AE,OC
4175,231385,BC,6593,184,2006,ES,BC
4176,217223,BC,6595,184,2007,ME,BC
4177,318661,BC,6596,184,1317,EC,OC
4178,284609,BC,6597,184,2006,IY,BC
4179,203486,BC,6599,184,2718,CS,BC
